org1,org2,total,2008,2009,2010,2011,2012,2013
MVSF,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,REST,0.0055865774,0.0017378859,0.0010222858,0.0015334287,0.0010222858,0.0006133715,0.0004089143
LAWD,LAWD,0.1076145652,0.0274348422,0.0246913580,0.0082304527,0.0137174211,0.0246913580,0.0164609053
SPOL,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,REST,0.0005436677,0.0000000000,0.0000000000,0.0006218905,0.0000000000,0.0000000000,0.0000000000
GELY,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,GELY,0.0009773451,0.0000000000,0.0001122334,0.0001122334,0.0000000000,0.0003367003,0.0003367003
CHSE,MSAD,0.0220197693,0.0000000000,0.0000000000,0.0119047619,0.0119047619,0.0000000000,0.0000000000
SART,REST,0.0006343376,0.0008779631,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,PSYC,0.0015561401,0.0007465472,0.0000000000,0.0007465472,0.0003732736,0.0000000000,0.0000000000
SART,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,GELY,0.0001253638,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001003714
SOCS,SOCS,0.0251011155,0.0029736159,0.0042171280,0.0043252595,0.0050551471,0.0049470156,0.0043793253
SART,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,ORDS,0.0016285747,0.0004784689,0.0004784689,0.0000000000,0.0001594896,0.0003189793,0.0003189793
HUMS,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,REST,0.0002776176,0.0000000000,0.0000000000,0.0003175611,0.0000000000,0.0000000000,0.0000000000
REST,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,MATH,0.0002776176,0.0000000000,0.0000000000,0.0003175611,0.0000000000,0.0000000000,0.0000000000
SOCS,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,CHSE,0.3114542964,0.0306122449,0.0612244898,0.0816326531,0.0510204082,0.0510204082,0.0510204082
CHEM,REST,0.0065022070,0.0018935175,0.0016707507,0.0014479840,0.0010024504,0.0006683003,0.0006683003
LANG,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,MVEN,0.0037144507,0.0008094645,0.0009339975,0.0004981320,0.0004358655,0.0006849315,0.0006226650
GEOG,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,ENGF,0.0045440913,0.0062893082,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,PANM,0.0505516877,0.0059453032,0.0095124851,0.0095124851,0.0047562426,0.0112960761,0.0107015458
PANM,PHYS,0.0003679712,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001567398,0.0001567398
MATH,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,SOCS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,GSEN,0.0268615111,0.0000000000,0.0000000000,0.0071684588,0.0035842294,0.0053763441,0.0089605735
GELY,QUEN,0.0005487045,0.0001327492,0.0001991239,0.0000000000,0.0001327492,0.0000000000,0.0001327492
SOCS,BISC,0.0000917187,0.0000503626,0.0000000000,0.0000000000,0.0000000000,0.0000503626,0.0000000000
MSAD,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,MATH,0.0005963484,0.0000000000,0.0000000000,0.0000000000,0.0002875216,0.0002875216,0.0000000000
ORDS,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,BISC,0.0002594844,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002361833,0.0000000000
PANM,QUEN,0.0001922599,0.0000000000,0.0000000000,0.0000000000,0.0000926956,0.0000926956,0.0000000000
MVEN,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,SSCM,0.0012005548,0.0001032898,0.0002065796,0.0001032898,0.0002065796,0.0002582244,0.0003098693
MVSF,BISC,0.0021500132,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0019569472,0.0000000000
PSYC,PHPH,0.0022573982,0.0000000000,0.0000000000,0.0002106594,0.0000000000,0.0002106594,0.0014746155
EFIM,MEED,0.0012350607,0.0017094017,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,MODL,0.1507926818,0.0165289256,0.0330578512,0.0165289256,0.0000000000,0.0330578512,0.0495867769
CHEM,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,INOV,0.0059067567,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0053763441,0.0000000000
MVEN,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,MDYF,0.0232248313,0.0000000000,0.0000000000,0.0000000000,0.0238095238,0.0000000000,0.0000000000
SSCM,CHSE,0.0008616767,0.0002471577,0.0002471577,0.0002471577,0.0000000000,0.0002471577,0.0000000000
MVSF,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,MVEN,0.0015465822,0.0002914602,0.0000000000,0.0005829204,0.0001457301,0.0002914602,0.0002914602
SOCS,CHSE,0.0025752625,0.0015756303,0.0007878151,0.0002626050,0.0002626050,0.0000000000,0.0002626050
CHSE,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,SSCM,0.0042783452,0.0007284648,0.0003035270,0.0009712863,0.0013962241,0.0004249378,0.0006677594
GSEN,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,SPAI,0.0069870715,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029761905,0.0029761905
SPOL,EDUC,0.0008806348,0.0000000000,0.0000000000,0.0006186205,0.0000000000,0.0003093102,0.0000000000
LAWD,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,PHPH,0.0014659694,0.0004068900,0.0000000000,0.0002712600,0.0000000000,0.0005425200,0.0002712600
QUEN,REST,0.0074972554,0.0011234152,0.0020863425,0.0012036591,0.0007221955,0.0015246349,0.0012839031
GELY,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,MVEN,0.0004776189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002034450,0.0002034450
ENGF,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,SOCS,0.0003962369,0.0000000000,0.0000693674,0.0001387347,0.0000693674,0.0001387347,0.0000000000
INOV,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,REST,0.0013500246,0.0002044572,0.0004089143,0.0000000000,0.0004089143,0.0002044572,0.0002044572
MDYF,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,VESC,0.0001253638,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001003714
GEOG,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,PANM,0.0007713419,0.0000000000,0.0000000000,0.0005146680,0.0000000000,0.0000000000,0.0002573340
REST,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,PSYC,0.0153725641,0.0212765957,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,HUMS,0.0697605005,0.0025510204,0.0051020408,0.0051020408,0.0306122449,0.0153061224,0.0102040816
MVEN,INOV,0.0210285378,0.0068493151,0.0000000000,0.0000000000,0.0000000000,0.0068493151,0.0068493151
ENGF,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,PANM,0.0010786872,0.0001193175,0.0000000000,0.0004176113,0.0000596588,0.0001789763,0.0002982938
GELY,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,MDYF,0.0158090651,0.0000000000,0.0000000000,0.0085470085,0.0085470085,0.0000000000,0.0000000000
REST,GEOG,0.0013500246,0.0002044572,0.0004089143,0.0000000000,0.0004089143,0.0002044572,0.0002044572
BISC,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,REST,0.0006252126,0.0002618487,0.0002618487,0.0002618487,0.0000000000,0.0000000000,0.0000000000
INOV,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,SOCS,0.0052489611,0.0015212982,0.0004437120,0.0013945233,0.0005704868,0.0007606491,0.0009508114
EFIM,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,EDUC,0.0045440913,0.0062893082,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,ORDS,0.0008115655,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006497726
ORDS,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,GEOG,0.0007067563,0.0003702332,0.0005553499,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,SOCS,0.0002342665,0.0000548727,0.0000000000,0.0001097454,0.0000000000,0.0000274363,0.0000548727
BISC,EDUC,0.0019175990,0.0000000000,0.0000000000,0.0005169294,0.0002584647,0.0005169294,0.0005169294
SPOL,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,SART,0.0030357585,0.0042016807,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,ENGF,0.0007555803,0.0000000000,0.0000000000,0.0004084967,0.0004084967,0.0000000000,0.0000000000
LANG,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,PHPH,0.0028852069,0.0000000000,0.0000000000,0.0033003300,0.0000000000,0.0000000000,0.0000000000
SCIF,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,SART,0.0043763375,0.0000000000,0.0000000000,0.0000000000,0.0013169447,0.0013169447,0.0013169447
SCIF,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,EFIM,0.0015419744,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012345679
PANM,VESC,0.0011799423,0.0005606953,0.0002803476,0.0002803476,0.0000000000,0.0002803476,0.0000000000
MSAD,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,BIOC,0.0002744450,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002197319
SOCS,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,SSCM,0.0008616767,0.0002471577,0.0002471577,0.0002471577,0.0000000000,0.0002471577,0.0000000000
MODL,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,MDYF,0.0400802852,0.0126874279,0.0080738178,0.0046136101,0.0080738178,0.0023068051,0.0080738178
EDUC,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,REST,0.0007082599,0.0000548727,0.0002194908,0.0000000000,0.0001646181,0.0000548727,0.0002194908
EFIM,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,PHYS,0.0000998036,0.0000000000,0.0000000000,0.0000000000,0.0000314564,0.0000629129,0.0000000000
SPOL,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,VESC,0.0000861749,0.0000437101,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000437101
PHPH,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,SOCS,0.0007082599,0.0000548727,0.0002194908,0.0000000000,0.0001646181,0.0000548727,0.0002194908
MDYF,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,SOCS,0.0007681312,0.0000602700,0.0003013500,0.0000602700,0.0000000000,0.0001205400,0.0002410800
GSEN,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,MEED,0.0158090651,0.0000000000,0.0000000000,0.0085470085,0.0085470085,0.0000000000,0.0000000000
SPAI,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,VESC,0.0003308211,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003011141,0.0000000000
CHSE,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,REST,0.0027589739,0.0013366006,0.0000000000,0.0000000000,0.0013366006,0.0004455335,0.0000000000
SOCS,HUMS,0.0002561562,0.0000000000,0.0000000000,0.0000000000,0.0002626050,0.0000000000,0.0000000000
MEED,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,BISC,0.0027605075,0.0000000000,0.0000000000,0.0002914602,0.0011658409,0.0005829204,0.0005829204
PSYC,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,VESC,0.0001790584,0.0000000000,0.0000000000,0.0000000000,0.0000804959,0.0000000000,0.0000804959
QUEN,GEOG,0.0011582370,0.0000000000,0.0001472971,0.0000000000,0.0004418913,0.0002209456,0.0002945942
PHYS,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
